User;Timestamp;CPU;Memoria;Disco;Rede;Processos;Data_Boot;uptime_min;temperaturaCPU;indoor
COD001;01/10/2025 08:20;33.66;59.24;81.15;0.19;337;01/10/2025 00:00;500.0;49;1
COD001;01/10/2025 08:21;35.42;58.83;81.15;0.19;337;01/10/2025 00:00;501.0;47;1
COD001;01/10/2025 08:22;49.61;61.74;81.15;0.19;337;01/10/2025 00:00;502.0;55;1
COD001;01/10/2025 08:23;64.57;60.36;81.15;0.19;337;01/10/2025 00:00;503.0;60;1
COD001;01/10/2025 08:24;55.87;60.17;81.15;0.19;337;01/10/2025 00:00;504.0;57;1
COD001;01/10/2025 08:25;59.83;58.87;81.15;0.19;337;01/10/2025 00:00;505.0;60;1
COD001;01/10/2025 08:26;48.94;59.65;81.15;0.19;337;01/10/2025 00:00;506.0;53;1
COD001;01/10/2025 08:27;58.16;58.75;81.15;0.19;337;01/10/2025 00:00;507.0;60;1
COD001;01/10/2025 08:28;46.6;59.35;81.15;0.19;337;01/10/2025 00:00;508.0;52;1
COD001;01/10/2025 08:29;52.92;58.49;81.15;0.19;337;01/10/2025 00:00;509.0;56;1
COD001;01/10/2025 08:30;46.88;61.85;81.15;0.19;337;01/10/2025 00:00;510.0;53;1
COD001;01/10/2025 08:31;45.03;59.04;81.15;0.19;337;01/10/2025 00:00;511.0;55;1
COD001;01/10/2025 08:32;49.93;58.9;81.15;0.19;337;01/10/2025 00:00;512.0;55;1
COD001;01/10/2025 08:33;45.79;58.37;81.15;0.19;337;01/10/2025 00:00;513.0;51;1
COD001;01/10/2025 08:34;58.41;59.04;81.15;0.19;337;01/10/2025 00:00;514.0;60;1
COD001;01/10/2025 08:35;50.74;59.37;81.15;0.19;337;01/10/2025 00:00;515.0;54;1
COD001;01/10/2025 08:36;52.3;59.91;81.15;0.19;337;01/10/2025 00:00;516.0;56;1
COD001;01/10/2025 08:37;47.26;59.2;81.15;0.19;337;01/10/2025 00:00;517.0;51;1
COD001;01/10/2025 08:38;58.55;58.06;81.15;0.19;337;01/10/2025 00:00;518.0;57;1
COD001;01/10/2025 08:39;44.75;58.16;81.15;0.19;337;01/10/2025 00:00;519.0;53;1
COD001;01/10/2025 08:40;54.62;60.8;81.15;0.19;337;01/10/2025 00:00;520.0;58;1
COD001;01/10/2025 08:41;47.67;59.84;81.15;0.19;337;01/10/2025 00:00;521.0;54;1
COD001;01/10/2025 08:42;43.67;60.77;81.15;0.19;337;01/10/2025 00:00;522.0;52;1
COD001;01/10/2025 08:43;46.95;60.93;81.15;0.19;337;01/10/2025 00:00;523.0;53;1
COD001;01/10/2025 08:44;44.87;60.18;81.15;0.19;337;01/10/2025 00:00;524.0;50;1
COD001;01/10/2025 08:45;49.14;58.53;81.15;0.19;337;01/10/2025 00:00;525.0;53;1
COD001;01/10/2025 08:46;48.38;60.24;81.15;0.19;337;01/10/2025 00:00;526.0;53;1
COD001;01/10/2025 08:47;53.06;61.69;81.15;0.19;337;01/10/2025 00:00;527.0;58;1
COD001;01/10/2025 08:48;54.96;59.48;81.15;0.19;337;01/10/2025 00:00;528.0;58;1
COD001;01/10/2025 08:49;50.09;60.43;81.15;0.19;337;01/10/2025 00:00;529.0;52;1
COD001;01/10/2025 08:50;51.07;60.01;81.15;0.19;337;01/10/2025 00:00;530.0;56;1
COD001;01/10/2025 08:51;53.4;61.68;81.15;0.19;337;01/10/2025 00:00;531.0;56;1
COD001;01/10/2025 08:52;47.72;59.22;81.15;0.19;337;01/10/2025 00:00;532.0;53;1
COD001;01/10/2025 08:53;56.58;61.42;81.15;0.19;337;01/10/2025 00:00;533.0;59;1
COD001;01/10/2025 08:54;57.65;59.59;81.15;0.19;337;01/10/2025 00:00;534.0;60;1
COD001;01/10/2025 08:55;53.3;59.21;81.15;0.19;337;01/10/2025 00:00;535.0;58;1
COD001;01/10/2025 08:56;68.76;60.18;81.15;0.19;337;01/10/2025 00:00;536.0;63;1
COD001;01/10/2025 08:57;58.55;60.46;81.15;0.19;337;01/10/2025 00:00;537.0;59;1
COD001;01/10/2025 08:58;51.46;62.35;81.15;0.19;337;01/10/2025 00:00;538.0;56;1
COD001;01/10/2025 08:59;49.84;60.44;81.15;0.19;337;01/10/2025 00:00;539.0;56;1
COD001;01/10/2025 09:00;50.87;60.3;81.15;0.19;337;01/10/2025 00:00;540.0;55;1
COD001;01/10/2025 09:01;49.11;61.98;81.15;0.19;337;01/10/2025 00:00;541.0;54;1
COD001;01/10/2025 09:02;60.65;60.79;81.15;0.19;337;01/10/2025 00:00;542.0;59;1
COD001;01/10/2025 09:03;47.99;59.3;81.15;0.19;337;01/10/2025 00:00;543.0;52;1
COD001;01/10/2025 09:04;52.43;61.71;81.15;0.19;337;01/10/2025 00:00;544.0;57;1
COD001;01/10/2025 09:05;49.42;59.2;81.15;0.19;337;01/10/2025 00:00;545.0;57;1
COD001;01/10/2025 09:06;60.57;59.31;81.15;0.19;337;01/10/2025 00:00;546.0;60;1
COD001;01/10/2025 09:07;43.45;59.08;81.15;0.19;337;01/10/2025 00:00;547.0;53;1
COD001;01/10/2025 09:08;50.96;58.97;81.15;0.19;337;01/10/2025 00:00;548.0;56;1
COD001;01/10/2025 09:09;52.77;60.5;81.15;0.19;337;01/10/2025 00:00;549.0;55;1
COD001;01/10/2025 09:10;55.99;59.8;81.15;0.19;337;01/10/2025 00:00;550.0;59;1
COD001;01/10/2025 09:11;57.1;55.94;81.15;0.19;337;01/10/2025 00:00;551.0;61;1
COD001;01/10/2025 09:12;52.49;59.79;81.15;0.19;337;01/10/2025 00:00;552.0;56;1
COD001;01/10/2025 09:13;61.05;59.5;81.15;0.19;337;01/10/2025 00:00;553.0;63;1
COD001;01/10/2025 09:14;56.45;61.19;81.15;0.19;337;01/10/2025 00:00;554.0;54;1
COD001;01/10/2025 09:15;71.65;59.45;81.15;0.19;337;01/10/2025 00:00;555.0;67;1
COD001;01/10/2025 09:16;43.94;63.18;81.15;0.19;337;01/10/2025 00:00;556.0;52;1
COD001;01/10/2025 09:17;58.97;61.81;81.15;0.19;337;01/10/2025 00:00;557.0;59;1
COD001;01/10/2025 09:18;47.43;59.67;81.15;0.19;337;01/10/2025 00:00;558.0;54;1
COD001;01/10/2025 09:19;49.29;61.52;81.15;0.19;337;01/10/2025 00:00;559.0;52;1
COD001;01/10/2025 09:20;68.9;60.78;81.15;0.19;337;01/10/2025 00:00;560.0;64;1
COD001;01/10/2025 09:21;67.34;60.43;81.15;0.19;337;01/10/2025 00:00;561.0;64;1
COD001;01/10/2025 09:22;42.26;61.12;81.15;0.19;337;01/10/2025 00:00;562.0;53;1
COD001;01/10/2025 09:23;53.82;60.22;81.15;0.19;337;01/10/2025 00:00;563.0;56;1
COD001;01/10/2025 09:24;55.04;60.45;81.15;0.19;337;01/10/2025 00:00;564.0;56;1
COD001;01/10/2025 09:25;40.7;61.15;81.15;0.19;337;01/10/2025 00:00;565.0;50;1
COD001;01/10/2025 09:26;55.41;62.63;81.15;0.19;337;01/10/2025 00:00;566.0;59;1
COD001;01/10/2025 09:27;58.63;60.47;81.15;0.19;337;01/10/2025 00:00;567.0;60;1
COD001;01/10/2025 09:28;57.52;59.63;81.15;0.19;337;01/10/2025 00:00;568.0;58;1
COD001;01/10/2025 09:29;42.16;57.75;81.15;0.19;337;01/10/2025 00:00;569.0;52;1
COD001;01/10/2025 09:30;64.0;62.54;81.15;0.19;337;01/10/2025 00:00;570.0;62;1
COD001;01/10/2025 09:31;58.09;59.87;81.15;0.19;337;01/10/2025 00:00;571.0;60;1
COD001;01/10/2025 09:32;56.07;60.84;81.15;0.19;337;01/10/2025 00:00;572.0;57;1
COD001;01/10/2025 09:33;51.35;62.48;81.15;0.19;337;01/10/2025 00:00;573.0;55;1
COD001;01/10/2025 09:34;61.73;60.47;81.15;0.19;337;01/10/2025 00:00;574.0;60;1
COD001;01/10/2025 09:35;63.3;59.97;81.15;0.19;337;01/10/2025 00:00;575.0;59;1
COD001;01/10/2025 09:36;53.63;61.91;81.15;0.19;337;01/10/2025 00:00;576.0;57;1
COD001;01/10/2025 09:37;57.75;60.77;81.15;0.19;337;01/10/2025 00:00;577.0;59;1
COD001;01/10/2025 09:38;63.04;60.92;81.15;0.19;337;01/10/2025 00:00;578.0;62;1
COD001;01/10/2025 09:39;43.69;58.39;81.15;0.19;337;01/10/2025 00:00;579.0;51;1
COD001;01/10/2025 09:40;58.32;61.67;81.15;0.19;337;01/10/2025 00:00;580.0;57;1
COD001;01/10/2025 09:41;44.27;60.68;81.15;0.19;337;01/10/2025 00:00;581.0;52;1
COD001;01/10/2025 09:42;51.29;58.59;81.15;0.19;337;01/10/2025 00:00;582.0;55;1
COD001;01/10/2025 09:43;61.16;60.82;81.15;0.19;337;01/10/2025 00:00;583.0;59;1
COD001;01/10/2025 09:44;56.99;57.77;81.15;0.19;337;01/10/2025 00:00;584.0;58;1
COD001;01/10/2025 09:45;55.32;63.06;81.15;0.19;337;01/10/2025 00:00;585.0;58;1
COD001;01/10/2025 09:46;56.18;58.93;81.15;0.19;337;01/10/2025 00:00;586.0;61;1
COD001;01/10/2025 09:47;64.31;62.19;81.15;0.19;337;01/10/2025 00:00;587.0;62;1
COD001;01/10/2025 09:48;63.45;59.28;81.15;0.19;337;01/10/2025 00:00;588.0;62;1
COD001;01/10/2025 09:49;53.11;60.93;81.15;0.19;337;01/10/2025 00:00;589.0;56;1
COD001;01/10/2025 09:50;60.8;59.17;81.15;0.19;337;01/10/2025 00:00;590.0;58;1
COD001;01/10/2025 09:51;55.58;61.47;81.15;0.19;337;01/10/2025 00:00;591.0;58;1
COD001;01/10/2025 09:52;75.83;59.99;81.15;0.19;337;01/10/2025 00:00;592.0;68;1
COD001;01/10/2025 09:53;53.95;60.84;81.15;0.19;337;01/10/2025 00:00;593.0;61;1
COD001;01/10/2025 09:54;57.06;60.3;81.15;0.19;337;01/10/2025 00:00;594.0;58;1
COD001;01/10/2025 09:55;56.93;58.65;81.15;0.19;337;01/10/2025 00:00;595.0;59;1
COD001;01/10/2025 09:56;56.43;60.89;81.15;0.19;337;01/10/2025 00:00;596.0;58;1
COD001;01/10/2025 09:57;60.61;59.69;81.15;0.19;337;01/10/2025 00:00;597.0;59;1
COD001;01/10/2025 09:58;61.66;61.55;81.15;0.19;337;01/10/2025 00:00;598.0;63;1
COD001;01/10/2025 09:59;48.55;60.02;81.15;0.19;337;01/10/2025 00:00;599.0;55;1
COD001;01/10/2025 10:00;55.99;60.21;81.15;0.19;337;01/10/2025 00:00;600.0;59;1
COD001;01/10/2025 10:01;50.88;62.33;81.15;0.19;337;01/10/2025 00:00;601.0;54;1
COD001;01/10/2025 10:02;68.9;63.17;81.15;0.19;337;01/10/2025 00:00;602.0;67;1
COD001;01/10/2025 10:03;77.63;61.26;81.15;0.19;337;01/10/2025 00:00;603.0;67;1
COD001;01/10/2025 10:04;70.18;59.98;81.15;0.19;337;01/10/2025 00:00;604.0;66;1
COD001;01/10/2025 10:05;63.05;59.88;81.15;0.19;337;01/10/2025 00:00;605.0;65;1
COD001;01/10/2025 10:06;67.91;59.35;81.15;0.19;337;01/10/2025 00:00;606.0;62;1
COD001;01/10/2025 10:07;62.04;59.58;81.15;0.19;337;01/10/2025 00:00;607.0;60;1
COD001;01/10/2025 10:08;72.6;60.01;81.15;0.19;337;01/10/2025 00:00;608.0;66;1
COD001;01/10/2025 10:09;65.8;62.7;81.15;0.19;337;01/10/2025 00:00;609.0;62;1
COD001;01/10/2025 10:10;59.64;60.11;81.15;0.19;337;01/10/2025 00:00;610.0;57;1
COD001;01/10/2025 10:11;53.47;58.88;81.15;0.19;337;01/10/2025 00:00;611.0;57;1
COD001;01/10/2025 10:12;57.02;60.4;81.15;0.19;337;01/10/2025 00:00;612.0;57;1
COD001;01/10/2025 10:13;63.82;60.57;81.15;0.19;337;01/10/2025 00:00;613.0;63;1
COD001;01/10/2025 10:14;53.17;60.4;81.15;0.19;337;01/10/2025 00:00;614.0;55;1
COD001;01/10/2025 10:15;60.32;61.33;81.15;0.19;337;01/10/2025 00:00;615.0;62;1
COD001;01/10/2025 10:16;71.38;60.45;81.15;0.19;337;01/10/2025 00:00;616.0;65;1
COD001;01/10/2025 10:17;62.33;61.3;81.15;0.19;337;01/10/2025 00:00;617.0;61;1
COD001;01/10/2025 10:18;76.15;59.44;81.15;0.19;337;01/10/2025 00:00;618.0;69;1
COD001;01/10/2025 10:19;72.51;62.52;81.15;0.19;337;01/10/2025 00:00;619.0;64;1
COD001;01/10/2025 10:20;60.49;60.69;81.15;0.19;337;01/10/2025 00:00;620.0;61;1
COD001;01/10/2025 10:21;53.11;60.87;81.15;0.19;337;01/10/2025 00:00;621.0;59;1
COD001;01/10/2025 10:22;62.41;59.45;81.15;0.19;337;01/10/2025 00:00;622.0;59;1
COD001;01/10/2025 10:23;59.51;60.96;81.15;0.19;337;01/10/2025 00:00;623.0;60;1
COD001;01/10/2025 10:24;65.64;61.18;81.15;0.19;337;01/10/2025 00:00;624.0;63;1
COD001;01/10/2025 10:25;74.43;59.0;81.15;0.19;337;01/10/2025 00:00;625.0;68;1
COD001;01/10/2025 10:26;55.39;58.42;81.15;0.19;337;01/10/2025 00:00;626.0;56;1
COD001;01/10/2025 10:27;60.65;60.77;81.15;0.19;337;01/10/2025 00:00;627.0;58;1
COD001;01/10/2025 10:28;65.83;59.83;81.15;0.19;337;01/10/2025 00:00;628.0;64;1
COD001;01/10/2025 10:29;71.57;60.73;81.15;0.19;337;01/10/2025 00:00;629.0;66;1
COD001;01/10/2025 10:30;67.33;58.88;81.15;0.19;337;01/10/2025 00:00;630.0;64;1
COD001;01/10/2025 10:31;66.78;58.56;81.15;0.19;337;01/10/2025 00:00;631.0;64;1
COD001;01/10/2025 10:32;73.41;60.68;81.15;0.19;337;01/10/2025 00:00;632.0;66;1
COD001;01/10/2025 10:33;67.58;60.02;81.15;0.19;337;01/10/2025 00:00;633.0;64;1
COD001;01/10/2025 10:34;62.59;57.91;81.15;0.19;337;01/10/2025 00:00;634.0;62;1
COD001;01/10/2025 10:35;64.78;62.06;81.15;0.19;337;01/10/2025 00:00;635.0;61;1
COD001;01/10/2025 10:36;59.55;58.88;81.15;0.19;337;01/10/2025 00:00;636.0;63;1
COD001;01/10/2025 10:37;68.45;63.54;81.15;0.19;337;01/10/2025 00:00;637.0;65;1
COD001;01/10/2025 10:38;71.35;59.71;81.15;0.19;337;01/10/2025 00:00;638.0;64;1
COD001;01/10/2025 10:39;44.02;60.94;81.15;0.19;337;01/10/2025 00:00;639.0;53;1
COD001;01/10/2025 10:40;73.53;62.44;81.15;0.19;337;01/10/2025 00:00;640.0;65;1
COD001;01/10/2025 10:41;64.73;62.24;81.15;0.19;337;01/10/2025 00:00;641.0;64;1
COD001;01/10/2025 10:42;68.48;62.86;81.15;0.19;337;01/10/2025 00:00;642.0;66;1
COD001;01/10/2025 10:43;70.01;58.65;81.15;0.19;337;01/10/2025 00:00;643.0;64;1
COD001;01/10/2025 10:44;49.43;59.12;81.15;0.19;337;01/10/2025 00:00;644.0;56;1
COD001;01/10/2025 10:45;57.25;60.76;81.15;0.19;337;01/10/2025 00:00;645.0;59;1
COD001;01/10/2025 10:46;63.42;61.5;81.15;0.19;337;01/10/2025 00:00;646.0;63;1
COD001;01/10/2025 10:47;60.34;60.48;81.15;0.19;337;01/10/2025 00:00;647.0;63;1
COD001;01/10/2025 10:48;67.92;58.53;81.15;0.19;337;01/10/2025 00:00;648.0;64;1
COD001;01/10/2025 10:49;62.52;61.1;81.15;0.19;337;01/10/2025 00:00;649.0;60;1
COD001;01/10/2025 10:50;54.27;60.27;81.15;0.19;337;01/10/2025 00:00;650.0;56;1
COD001;01/10/2025 10:51;70.66;60.26;81.15;0.19;337;01/10/2025 00:00;651.0;64;1
COD001;01/10/2025 10:52;74.2;57.78;81.15;0.19;337;01/10/2025 00:00;652.0;67;1
COD001;01/10/2025 10:53;70.58;61.47;81.15;0.19;337;01/10/2025 00:00;653.0;66;1
COD001;01/10/2025 10:54;61.76;60.7;81.15;0.19;337;01/10/2025 00:00;654.0;61;1
COD001;01/10/2025 10:55;65.05;62.68;81.15;0.19;337;01/10/2025 00:00;655.0;64;1
COD001;01/10/2025 10:56;70.84;60.44;81.15;0.19;337;01/10/2025 00:00;656.0;65;1
COD001;01/10/2025 10:57;71.35;61.21;81.15;0.19;337;01/10/2025 00:00;657.0;68;1
COD001;01/10/2025 10:58;74.3;61.54;81.15;0.19;337;01/10/2025 00:00;658.0;67;1
COD001;01/10/2025 10:59;65.31;58.45;81.15;0.19;337;01/10/2025 00:00;659.0;67;1
COD001;01/10/2025 11:00;57.55;63.69;81.15;0.19;337;01/10/2025 00:00;660.0;60;1
COD001;01/10/2025 11:01;62.87;60.03;81.15;0.19;337;01/10/2025 00:00;661.0;60;1
COD001;01/10/2025 11:02;71.49;61.15;81.15;0.19;337;01/10/2025 00:00;662.0;64;1
COD001;01/10/2025 11:03;73.08;61.33;81.15;0.19;337;01/10/2025 00:00;663.0;67;1
COD001;01/10/2025 11:04;83.58;59.58;81.15;0.19;337;01/10/2025 00:00;664.0;71;1
COD001;01/10/2025 11:05;68.95;62.78;81.15;0.19;337;01/10/2025 00:00;665.0;66;1
COD001;01/10/2025 11:06;69.96;60.89;81.15;0.19;337;01/10/2025 00:00;666.0;66;1
COD001;01/10/2025 11:07;67.13;60.32;81.15;0.19;337;01/10/2025 00:00;667.0;63;1
COD001;01/10/2025 11:08;65.66;60.74;81.15;0.19;337;01/10/2025 00:00;668.0;62;1
COD001;01/10/2025 11:09;74.1;61.5;81.15;0.19;337;01/10/2025 00:00;669.0;65;1
COD001;01/10/2025 11:10;71.22;60.6;81.15;0.19;337;01/10/2025 00:00;670.0;65;1
COD001;01/10/2025 11:11;67.42;61.65;81.15;0.19;337;01/10/2025 00:00;671.0;65;1
COD001;01/10/2025 11:12;61.44;58.57;81.15;0.19;337;01/10/2025 00:00;672.0;61;1
COD001;01/10/2025 11:13;68.26;59.7;81.15;0.19;337;01/10/2025 00:00;673.0;62;1
COD001;01/10/2025 11:14;66.51;58.03;81.15;0.19;337;01/10/2025 00:00;674.0;64;1
COD001;01/10/2025 11:15;78.16;63.0;81.15;0.19;337;01/10/2025 00:00;675.0;70;1
COD001;01/10/2025 11:16;76.13;62.99;81.15;0.19;337;01/10/2025 00:00;676.0;67;1
COD001;01/10/2025 11:17;62.47;61.37;81.15;0.19;337;01/10/2025 00:00;677.0;61;1
COD001;01/10/2025 11:18;77.92;59.4;81.15;0.19;337;01/10/2025 00:00;678.0;69;1
COD001;01/10/2025 11:19;65.87;63.49;81.15;0.19;337;01/10/2025 00:00;679.0;61;1
COD001;01/10/2025 11:20;70.93;59.9;81.15;0.19;337;01/10/2025 00:00;680.0;66;1
COD001;01/10/2025 11:21;78.54;60.37;81.15;0.19;337;01/10/2025 00:00;681.0;70;1
COD001;01/10/2025 11:22;63.08;60.82;81.15;0.19;337;01/10/2025 00:00;682.0;63;1
COD001;01/10/2025 11:23;71.5;61.18;81.15;0.19;337;01/10/2025 00:00;683.0;67;1
COD001;01/10/2025 11:24;62.59;61.41;81.15;0.19;337;01/10/2025 00:00;684.0;59;1
COD001;01/10/2025 11:25;57.04;61.47;81.15;0.19;337;01/10/2025 00:00;685.0;57;1
COD001;01/10/2025 11:26;77.66;60.48;81.15;0.19;337;01/10/2025 00:00;686.0;70;1
COD001;01/10/2025 11:27;71.07;61.46;81.15;0.19;337;01/10/2025 00:00;687.0;66;1
COD001;01/10/2025 11:28;65.24;60.43;81.15;0.19;337;01/10/2025 00:00;688.0;63;1
COD001;01/10/2025 11:29;60.02;61.36;81.15;0.19;337;01/10/2025 00:00;689.0;66;1
COD001;01/10/2025 11:30;68.44;61.26;81.15;0.19;337;01/10/2025 00:00;690.0;65;1
COD001;01/10/2025 11:31;80.77;61.58;81.15;0.19;337;01/10/2025 00:00;691.0;72;1
COD001;01/10/2025 11:32;74.32;61.44;81.15;0.19;337;01/10/2025 00:00;692.0;69;1
COD001;01/10/2025 11:33;69.02;60.15;81.15;0.19;337;01/10/2025 00:00;693.0;65;1
COD001;01/10/2025 11:34;67.05;61.23;81.15;0.19;337;01/10/2025 00:00;694.0;63;1
COD001;01/10/2025 11:35;72.62;61.47;81.15;0.19;337;01/10/2025 00:00;695.0;67;1
COD001;01/10/2025 11:36;61.17;59.14;81.15;0.19;337;01/10/2025 00:00;696.0;59;1
COD001;01/10/2025 11:37;81.54;60.36;81.15;0.19;337;01/10/2025 00:00;697.0;70;1
COD001;01/10/2025 11:38;75.77;61.43;81.15;0.19;337;01/10/2025 00:00;698.0;67;1
COD001;01/10/2025 11:39;80.74;62.75;81.15;0.19;337;01/10/2025 00:00;699.0;70;1
COD001;01/10/2025 11:40;68.56;61.7;81.15;0.19;337;01/10/2025 00:00;700.0;68;1
COD001;01/10/2025 11:41;78.61;62.84;81.15;0.19;337;01/10/2025 00:00;701.0;67;1
COD001;01/10/2025 11:42;77.57;60.24;81.15;0.19;337;01/10/2025 00:00;702.0;70;1
COD001;01/10/2025 11:43;62.14;61.02;81.15;0.19;337;01/10/2025 00:00;703.0;59;1
COD001;01/10/2025 11:44;74.04;61.69;81.15;0.19;337;01/10/2025 00:00;704.0;66;1
COD001;01/10/2025 11:45;75.33;57.93;81.15;0.19;337;01/10/2025 00:00;705.0;69;1
COD001;01/10/2025 11:46;69.23;62.54;81.15;0.19;337;01/10/2025 00:00;706.0;65;1
COD001;01/10/2025 11:47;70.85;58.5;81.15;0.19;337;01/10/2025 00:00;707.0;64;1
COD001;01/10/2025 11:48;76.55;61.93;81.15;0.19;337;01/10/2025 00:00;708.0;67;1
COD001;01/10/2025 11:49;73.36;61.57;81.15;0.19;337;01/10/2025 00:00;709.0;68;1
COD001;01/10/2025 11:50;66.72;57.94;81.15;0.19;337;01/10/2025 00:00;710.0;62;1
COD001;01/10/2025 11:51;78.02;58.0;81.15;0.19;337;01/10/2025 00:00;711.0;69;1
COD001;01/10/2025 11:52;75.59;62.47;81.15;0.19;337;01/10/2025 00:00;712.0;68;1
COD001;01/10/2025 11:53;75.87;62.22;81.15;0.19;337;01/10/2025 00:00;713.0;67;1
COD001;01/10/2025 11:54;74.92;59.7;81.15;0.19;337;01/10/2025 00:00;714.0;71;1
COD001;01/10/2025 11:55;77.52;59.71;81.15;0.19;337;01/10/2025 00:00;715.0;70;1
COD001;01/10/2025 11:56;72.5;61.38;81.15;0.19;337;01/10/2025 00:00;716.0;63;1
COD001;01/10/2025 11:57;68.59;60.76;81.15;0.19;337;01/10/2025 00:00;717.0;65;1
COD001;01/10/2025 11:58;69.56;62.04;81.15;0.19;337;01/10/2025 00:00;718.0;64;1
COD001;01/10/2025 11:59;82.61;61.36;81.15;0.19;337;01/10/2025 00:00;719.0;73;1
COD001;01/10/2025 12:00;60.88;62.69;81.15;0.19;337;01/10/2025 00:00;720.0;59;1
COD001;01/10/2025 12:01;78.91;61.95;81.15;0.19;337;01/10/2025 00:00;721.0;69;1
COD001;01/10/2025 12:02;65.15;61.66;81.15;0.19;337;01/10/2025 00:00;722.0;63;1
COD001;01/10/2025 12:03;64.11;60.37;81.15;0.19;337;01/10/2025 00:00;723.0;63;1
COD001;01/10/2025 12:04;68.45;60.29;81.15;0.19;337;01/10/2025 00:00;724.0;62;1
COD001;01/10/2025 12:05;73.82;60.74;81.15;0.19;337;01/10/2025 00:00;725.0;66;1
COD001;01/10/2025 12:06;80.86;63.02;81.15;0.19;337;01/10/2025 00:00;726.0;70;1
COD001;01/10/2025 12:07;63.99;60.33;81.15;0.19;337;01/10/2025 00:00;727.0;61;1
COD001;01/10/2025 12:08;87.72;61.13;81.15;0.19;337;01/10/2025 00:00;728.0;77;1
COD001;01/10/2025 12:09;84.27;58.13;81.15;0.19;337;01/10/2025 00:00;729.0;73;1
COD001;01/10/2025 12:10;75.32;61.64;81.15;0.19;337;01/10/2025 00:00;730.0;66;1
COD001;01/10/2025 12:11;74.34;63.54;81.15;0.19;337;01/10/2025 00:00;731.0;69;1
COD001;01/10/2025 12:12;69.83;59.71;81.15;0.19;337;01/10/2025 00:00;732.0;68;1
COD001;01/10/2025 12:13;80.74;64.65;81.15;0.19;337;01/10/2025 00:00;733.0;72;1
COD001;01/10/2025 12:14;77.23;61.06;81.15;0.19;337;01/10/2025 00:00;734.0;66;1
COD001;01/10/2025 12:15;86.76;57.76;81.15;0.19;337;01/10/2025 00:00;735.0;73;1
COD001;01/10/2025 12:16;72.2;60.39;81.15;0.19;337;01/10/2025 00:00;736.0;68;1
COD001;01/10/2025 12:17;80.96;62.45;81.15;0.19;337;01/10/2025 00:00;737.0;69;1
COD001;01/10/2025 12:18;77.0;63.26;81.15;0.19;337;01/10/2025 00:00;738.0;69;1
COD001;01/10/2025 12:19;71.45;61.72;81.15;0.19;337;01/10/2025 00:00;739.0;67;1
COD001;01/10/2025 12:20;90.82;62.75;81.15;0.19;337;01/10/2025 00:00;740.0;74;1
COD001;01/10/2025 12:21;79.58;59.46;81.15;0.19;337;01/10/2025 00:00;741.0;70;1
COD001;01/10/2025 12:22;82.09;60.06;81.15;0.19;337;01/10/2025 00:00;742.0;66;1
COD001;01/10/2025 12:23;70.4;58.86;81.15;0.19;337;01/10/2025 00:00;743.0;64;1
COD001;01/10/2025 12:24;72.94;60.16;81.15;0.19;337;01/10/2025 00:00;744.0;66;1
COD001;01/10/2025 12:25;78.71;61.8;81.15;0.19;337;01/10/2025 00:00;745.0;67;1
COD001;01/10/2025 12:26;74.16;61.14;81.15;0.19;337;01/10/2025 00:00;746.0;70;1
